SCENARIO ID,DATE,EVENT TYPE,PROCESS AREA,LOSS AMOUNT(USD),FREQUENCY,SEVERITY,OPVAR(%),ML,GDP (%),VIX,TARGET
ALE-0718,28/10/2022,Tech Failure,Payments,173.4,3,1.8,2.57,1.73,3,17,1
OLE-0721,1/10/2022,System Failure,ATM Network,22.15,2,1.05,0.86,1,3.7,17,0
ALE-0080,15/11/2022,Data Breach,Online Services,82.4,5,1.54,2.51,1.79,2.6,21,0
ALE-0912,4/7/2022,Cyber-Fraud,Payments,206.45,4,2.41,1.31,1.11,3.2,17,0
ALE-0726,18/2/2022,Phishing,E-Banking,119.22,5,1.73,2.1,1.81,3.7,29,0
OLE-0059,5/1/2023,Cyber-Fraud,Payments,62.55,2,0.46,0.92,1,3.7,18,1
OLE-0632,7/10/2023,Tech Failure,Payments,43.75,5,0.95,0.63,1,2.9,14,1
ALE-1062,7/12/2022,System Failure,Retail Banking,322.23,3,2.95,1.35,0.94,3,17,0
ALE-0343,4/2/2022,System Failure,Retail Banking,178.27,1,1.49,1.23,1.42,2.9,18,0
OLE-0593,13/2/2023,Tech Failure,E-Banking,20.59,4,1.4,0.55,1,3,20,1
ALE-0929,31/8/2022,Phishing,E-Banking,266.73,5,1.03,2.24,1.96,3.1,26,1
OLE-0364,24/11/2023,System Failure,E-Banking,88.88,2,1.1,1.43,1,2.9,14,1
OLE-0506,5/1/2023,Data Breach,Retail Banking,63.89,5,1.33,1.36,1,3.6,22,1
ALE-0005,10/7/2022,System Failure,Online Services,99.94,3,1.78,1.22,0.89,3,25,0
ALE-0820,6/1/2022,Data Breach,Payments,85.9,3,1.06,2.7,1.93,3.9,27,0
ALE-0957,19/6/2022,Tech Failure,Retail Banking,146.54,3,2.4,3.11,3.5,2.7,17,0
OLE-0734,3/1/2023,Cyber-Fraud,Retail Banking,10.14,4,0.95,0.77,1,3.6,16,1
ALE-0519,17/6/2022,Cyber-Fraud,Online Services,159.04,1,2.9,1.77,1.35,3.2,20,1
ALE-1206,23/8/2022,Tech Failure,Retail Banking,49.34,3,0.88,2.97,2.14,2.8,28,2
ALE-0842,9/9/2022,Phishing,ATM Network,118.56,4,2.95,2.54,1.81,3.9,28,1
ALE-0578,28/5/2022,Data Breach,Retail Banking,207.81,5,2.54,2.42,2.41,3.5,25,1
ALE-0183,9/2/2022,Tech Failure,Payments,201.99,2,2.95,2.95,2.69,2.5,22,0
OLE-0119,24/4/2022,Tech Failure,Retail Banking,55.75,1,0.8,1.48,1,3.5,15,1
ALE-0556,11/6/2022,System Failure,ATM Network,231.5,3,3,1.59,1.19,2.8,26,0
OLE-0707,31/10/2022,Cyber-Fraud,Payments,76.93,5,0.59,0.78,1,3.1,23,0
ALE-1073,9/6/2022,Tech Failure,E-Banking,178.42,5,1.47,1.5,1.4,2.8,22,1
OLE-0746,24/4/2023,Data Breach,Retail Banking,103.85,3,0.47,1.2,1,3.5,15,2
OLE-0523,30/4/2023,Cyber-Fraud,Retail Banking,28.56,3,0.38,1.22,1,3.9,14,0
ALE-0486,25/9/2022,Data Breach,E-Banking,125.03,2,1.8,1.99,1.55,3.6,20,1
ALE-0187,21/2/2022,Cyber-Fraud,ATM Network,245.14,3,2.47,1.25,0.91,2.5,21,0
OLE-0514,28/3/2023,Cyber-Fraud,ATM Network,57.94,5,1.41,0.64,1,3,17,2
OLE-0082,4/10/2023,System Failure,Payments,5,2,0.97,1.31,1,3.6,16,0
ALE-0922,11/8/2022,Phishing,Payments,164.95,2,1.59,2.13,1.49,2.7,25,2
ALE-0528,4/1/2022,Tech Failure,Retail Banking,246.99,3,2.51,1.73,1.48,3.2,17,1
ALE-1218,24/12/2022,System Failure,E-Banking,157.27,5,1.37,2.93,2.82,3.1,28,1
OLE-0381,1/2/2023,Tech Failure,E-Banking,29.06,2,0.36,0.55,1,3.5,20,1
ALE-0656,8/1/2022,System Failure,Retail Banking,238.49,4,2.63,2.78,3.41,3,23,2
ALE-1055,11/5/2022,Data Breach,Payments,287.07,1,1.81,3.15,2.37,3.4,28,1
OLE-0085,16/12/2023,Tech Failure,Payments,56.93,4,1.19,0.7,1,3.9,22,2
ALE-1041,1/6/2022,Cyber-Fraud,Payments,150.83,1,1.84,3.43,3.23,3.1,16,0
OLE-0673,8/11/2023,Tech Failure,Retail Banking,54.53,1,0.86,0.57,1,3.7,17,0
OLE-0775,11/6/2022,System Failure,Payments,56.97,4,1.13,1.15,1,3.8,20,1
OLE-0330,12/9/2023,System Failure,ATM Network,89.93,4,0.89,0.9,1,2.7,18,0
OLE-0007,23/12/2023,Data Breach,ATM Network,40.9,5,0.34,1.49,1,2.7,18,1
ALE-0313,8/4/2022,System Failure,ATM Network,226.04,3,2.86,1.22,1.46,2.8,23,1
ALE-0980,4/10/2022,System Failure,Online Services,151.61,1,2.56,3.46,2.38,3.6,27,1
ALE-1276,1/9/2022,Tech Failure,Retail Banking,280.82,2,1.24,2.45,2.01,3.4,29,1
ALE-0140,18/12/2022,Phishing,Online Services,73.23,1,2.14,2.97,2.67,3.2,27,1
OLE-0165,10/7/2022,Tech Failure,Retail Banking,37.59,4,0.68,1.39,1,3.4,22,0
ALE-0616,25/9/2022,Phishing,ATM Network,252.68,2,1.49,2.08,2.56,3.6,15,0
OLE-0452,8/4/2023,System Failure,Retail Banking,16.47,1,1.45,0.65,1,3.2,20,0
OLE-0491,29/6/2022,Data Breach,E-Banking,56.73,3,1.27,1.11,1,2.9,22,0
ALE-0617,27/6/2022,Cyber-Fraud,Online Services,148.55,3,2.15,1.92,1.29,3.2,21,2
ALE-0824,1/5/2022,Phishing,Retail Banking,233.88,2,0.96,1.82,2.13,3.6,28,2
OLE-0288,22/7/2023,Tech Failure,Payments,48.88,5,0.5,0.5,1,3.6,19,1
ALE-1107,31/3/2022,Tech Failure,Retail Banking,193.43,3,1.58,1.75,1.83,3.9,29,1
OLE-0088,15/4/2022,System Failure,Payments,38.01,2,1.04,0.86,1,3.7,17,0
ALE-0695,18/4/2022,System Failure,E-Banking,171.91,2,0.9,1.56,1.74,3.4,25,0
ALE-0131,12/3/2022,System Failure,E-Banking,200.56,3,1.89,2.17,2,2.8,23,2
ALE-0697,3/11/2022,Tech Failure,ATM Network,75.93,4,2.65,2.19,2.03,2.5,18,0
ALE-0049,10/5/2022,Tech Failure,E-Banking,100.5,1,2.27,1.2,0.88,2.6,29,2
ALE-0657,19/12/2022,Phishing,ATM Network,171.48,2,1.72,1.6,1.82,3.4,22,0
ALE-1069,13/12/2022,Data Breach,Online Services,10,3,1.25,3.31,2.36,2.8,24,0
ALE-0589,6/10/2022,Phishing,Online Services,212.24,1,2.44,3.12,2.98,2.6,22,0
ALE-0595,23/7/2022,Phishing,Online Services,254.41,1,2.25,3.12,2.62,2.5,19,2
ALE-0306,16/12/2022,Phishing,E-Banking,224.34,4,1.35,2.43,1.89,3.5,24,1
ALE-0378,6/10/2022,System Failure,ATM Network,382.01,4,2.82,3.34,3.38,3.1,18,2
ALE-0412,22/10/2022,Cyber-Fraud,Retail Banking,94.4,1,1.08,2.93,2.59,2.7,28,1
ALE-1011,25/11/2022,Data Breach,E-Banking,234.6,3,2.07,2.57,2.52,3,23,2
OLE-0328,13/4/2023,Cyber-Fraud,Retail Banking,27.54,2,1.1,1.34,1,2.8,17,1
ALE-0785,9/5/2022,Phishing,Payments,196.16,1,2.77,3.19,2.24,2.9,22,1
OLE-0443,19/11/2023,Cyber-Fraud,ATM Network,51.22,3,1.13,0.75,1,3,23,0
OLE-0835,22/1/2022,Cyber-Fraud,ATM Network,39.58,5,1.34,1.14,1,2.7,16,1
ALE-0479,24/2/2022,System Failure,E-Banking,117.58,4,2.77,3.24,2.75,3.5,22,1
ALE-0554,6/5/2022,System Failure,E-Banking,239.29,2,2.79,1.66,2.03,2.5,24,0
OLE-0833,17/1/2023,System Failure,ATM Network,86.76,2,1.5,0.79,1,2.9,16,1
ALE-0369,25/5/2022,System Failure,E-Banking,90.68,2,0.94,1.33,1.43,3.9,18,2
OLE-0349,9/2/2022,Cyber-Fraud,ATM Network,49.08,2,1.38,1.1,1,3.4,20,1
ALE-0223,30/3/2022,Phishing,ATM Network,143.95,5,1.16,2.33,1.72,3.5,21,1
OLE-0178,23/8/2023,Cyber-Fraud,ATM Network,100.86,1,0.66,0.74,1,3,16,2
ALE-0917,14/2/2022,Data Breach,E-Banking,128.96,5,1.98,3.07,3.23,3.7,21,0
ALE-0087,4/9/2022,Phishing,E-Banking,110.36,1,0.93,2.56,1.72,2.8,20,0
ALE-0048,18/1/2022,Data Breach,E-Banking,190.52,3,1.38,3.28,3.2,3.3,18,2
OLE-0087,20/8/2023,Tech Failure,Payments,101.81,3,0.47,1.16,1,2.5,20,0
ALE-0744,25/10/2022,System Failure,Online Services,225.76,5,0.84,3.09,2.18,3.8,28,0
ALE-1240,24/4/2022,Cyber-Fraud,E-Banking,51.65,5,2.43,2.9,2.64,2.7,26,0
ALE-0994,3/2/2022,Data Breach,Online Services,46.27,5,1.44,2.68,2.88,3,25,0
OLE-0458,13/12/2023,Data Breach,Payments,37.87,2,1.49,0.83,1,3.1,21,1
OLE-0778,8/12/2023,System Failure,Payments,75.67,4,1.33,1.18,1,3.8,15,0
ALE-0466,3/4/2022,Tech Failure,ATM Network,239.04,3,2.25,3.23,2.68,3,19,2
OLE-0643,1/6/2022,Cyber-Fraud,ATM Network,67.74,1,0.83,0.54,1,3.2,14,0
ALE-1198,11/8/2022,Cyber-Fraud,Retail Banking,132.02,3,1.08,3.14,2.37,2.8,28,2
OLE-0055,21/3/2022,System Failure,Payments,5.12,3,0.5,0.57,1,3.7,16,2
ALE-0889,19/8/2022,Phishing,E-Banking,204.51,5,2.22,1.25,0.96,2.6,21,1
ALE-0800,10/11/2022,Cyber-Fraud,E-Banking,162.7,5,1.07,1.46,1.72,3.6,29,1
OLE-0644,16/3/2022,Tech Failure,ATM Network,70.41,2,0.93,0.53,1,3.5,18,0
ALE-0148,20/9/2022,Cyber-Fraud,ATM Network,161.54,5,1.57,2.14,2.63,2.9,20,2
OLE-0678,18/3/2023,Data Breach,E-Banking,12.84,4,0.31,0.97,1,3.5,23,2
OLE-0222,10/1/2023,System Failure,Retail Banking,17.04,1,0.56,0.96,1,3.9,20,2
OLE-0114,21/1/2022,Cyber-Fraud,E-Banking,110.57,4,0.84,0.9,1,2.6,18,2
ALE-0920,22/1/2022,Tech Failure,ATM Network,308.7,4,1.12,1.27,0.87,3.3,21,2
ALE-0532,13/11/2022,Data Breach,Online Services,84.2,5,1.75,1.67,1.76,2.5,29,0
ALE-0815,20/11/2022,Data Breach,E-Banking,121.59,1,1.44,3.17,2.11,3,20,1
OLE-0175,13/9/2022,Cyber-Fraud,ATM Network,5,3,0.54,1.26,1,3.1,24,0
ALE-0852,3/9/2022,Cyber-Fraud,E-Banking,110.05,4,2.33,2.12,2.27,3,27,2
OLE-0590,24/5/2023,System Failure,ATM Network,43.27,5,1.47,0.69,1,3.2,23,1
ALE-0116,18/6/2022,System Failure,Retail Banking,125.22,1,1.08,2.23,1.63,3.8,20,0
ALE-0931,8/9/2022,System Failure,ATM Network,200.91,4,2.03,2.86,2.68,3,29,2
OLE-0019,1/2/2022,System Failure,Payments,53.61,1,0.69,1.13,1,3.4,18,2
OLE-0424,1/6/2023,Data Breach,E-Banking,5,2,1.31,0.98,1,3.7,16,1
ALE-0666,13/7/2022,Data Breach,ATM Network,200.51,1,2.37,1.87,1.82,3.2,15,1
OLE-0286,18/2/2022,Data Breach,Retail Banking,5,1,1.33,1.18,1,3.8,20,2
ALE-0936,19/5/2022,Tech Failure,ATM Network,136.78,2,2.7,2.23,2.11,4,28,1
OLE-0429,10/5/2022,Cyber-Fraud,Payments,23.57,4,0.69,0.63,1,3.2,19,0
ALE-0856,18/5/2022,Data Breach,E-Banking,121.53,3,2.85,1.54,1.2,3.9,29,0
ALE-0951,8/12/2022,System Failure,Retail Banking,216.55,2,2.58,3.26,4.03,3.9,29,1
OLE-0670,11/5/2023,Data Breach,Retail Banking,41.53,5,0.79,1.48,1,2.9,20,0
OLE-0032,1/9/2023,System Failure,E-Banking,62.66,2,0.61,0.8,1,3.6,17,2
ALE-0260,21/12/2022,Cyber-Fraud,ATM Network,95.71,5,1.06,1.63,1.85,3,15,1
OLE-0723,19/11/2022,Data Breach,E-Banking,57.84,4,0.65,0.95,1,2.7,20,0
ALE-1255,7/3/2022,Data Breach,Online Services,138.8,3,1.95,2.07,2.49,3,24,2
ALE-0436,22/9/2022,Phishing,Online Services,223.34,2,0.85,2,1.53,3.7,20,1
OLE-0215,31/12/2023,Data Breach,Retail Banking,77.1,4,1.07,1.31,1,3.9,19,1
ALE-0221,5/3/2022,System Failure,E-Banking,243.8,5,1.06,2.03,1.37,3.9,17,1
ALE-0897,28/9/2022,Tech Failure,ATM Network,284.26,1,2.74,1.62,1.17,2.7,28,0
ALE-1032,14/11/2022,Phishing,E-Banking,259.82,1,2.83,3.32,3.31,3.6,22,2
OLE-0327,24/9/2023,Tech Failure,ATM Network,52.85,1,1.06,1.1,1,2.8,19,1
OLE-0561,27/1/2022,Cyber-Fraud,Retail Banking,49.62,2,1.33,0.92,1,3,19,0
ALE-0407,28/6/2022,Cyber-Fraud,E-Banking,20.81,2,1.38,2.34,2.14,3.7,22,1
OLE-0701,6/9/2023,Data Breach,Payments,5,2,0.94,1.13,1,3.3,20,2
ALE-0618,23/10/2022,Data Breach,E-Banking,157.62,2,2.31,1.94,1.64,2.7,22,1
ALE-0487,7/9/2022,Data Breach,E-Banking,114.38,3,2.15,3.37,4.04,2.5,26,2
OLE-0342,11/11/2022,Data Breach,E-Banking,80.24,2,1.29,0.56,1,3.1,22,1
OLE-0630,19/3/2022,System Failure,ATM Network,5,2,0.38,1.1,1,3.6,15,2
OLE-0148,20/7/2023,Tech Failure,Retail Banking,90.21,1,1.28,1.03,1,3.8,20,0
ALE-0495,6/11/2022,Phishing,Retail Banking,324.15,1,1.27,1.35,1.15,2.6,23,0
OLE-0361,13/5/2022,Cyber-Fraud,E-Banking,76.43,2,0.77,1.25,1,2.7,14,0
OLE-0084,31/5/2022,Data Breach,Retail Banking,31.37,3,1.13,0.88,1,3.3,17,1
ALE-0725,8/1/2022,Cyber-Fraud,Payments,21.29,2,1.6,3.22,3.89,4,24,2
OLE-0049,26/7/2023,Tech Failure,ATM Network,29.96,1,0.69,0.52,1,2.7,16,1
OLE-0469,29/1/2022,Cyber-Fraud,ATM Network,56.01,1,0.97,1.46,1,2.6,20,1
ALE-0024,11/4/2022,Phishing,Retail Banking,179.33,3,1.42,1.29,0.86,3.2,26,0
OLE-0156,19/2/2022,System Failure,ATM Network,27.66,5,0.78,1.41,1,3.7,22,2
ALE-0133,25/5/2022,Tech Failure,Retail Banking,63.68,2,1.56,2.02,2.51,3.8,25,2
ALE-0319,2/7/2022,Phishing,ATM Network,70.9,4,1.29,1.33,0.98,2.7,18,2
ALE-0499,1/5/2022,Cyber-Fraud,Retail Banking,159.63,4,1.54,1.21,0.82,3.4,26,1
ALE-0734,7/2/2022,System Failure,E-Banking,115.84,4,2.13,2.62,2.24,3.6,18,1
ALE-0502,5/3/2022,System Failure,E-Banking,113.03,2,0.84,2.51,2.43,2.5,29,1
ALE-1051,16/1/2022,Phishing,Payments,191.44,3,1.59,3.1,2.78,3.3,21,0
OLE-0856,31/12/2022,Tech Failure,ATM Network,47.41,1,0.58,0.7,1,2.6,16,2
OLE-0501,26/8/2022,System Failure,Retail Banking,20.43,2,1.46,0.93,1,3.4,20,1
ALE-1139,12/10/2022,System Failure,ATM Network,149.72,2,2.37,1.95,1.94,3.3,18,0
OLE-0180,23/5/2023,Tech Failure,ATM Network,24.13,2,1.06,1.14,1,3.7,22,2
ALE-0336,21/6/2022,Data Breach,Payments,179.78,2,0.97,3.01,2.17,2.7,22,1
ALE-1129,29/11/2022,Data Breach,Payments,65.27,3,1.47,2.49,1.96,2.5,25,2
ALE-0152,29/6/2022,System Failure,Payments,180.39,5,2.98,1.43,1.32,2.6,18,0
OLE-0179,31/12/2023,Tech Failure,Payments,71.68,2,0.87,1.19,1,3.6,19,1
ALE-0904,12/5/2022,Tech Failure,Payments,10,2,2.63,1.24,1.41,4,22,2
ALE-0606,16/6/2022,Cyber-Fraud,E-Banking,127.49,5,2.57,2.89,2.87,2.6,25,0
ALE-0971,14/4/2022,Phishing,Retail Banking,99.79,5,0.97,2.18,1.86,3.8,25,2
ALE-0081,5/5/2022,Phishing,E-Banking,120.11,4,1.91,3.43,3.45,3.7,24,1
ALE-0975,3/1/2022,Tech Failure,E-Banking,266.36,4,2.47,2.7,2.51,3.4,27,2
OLE-0529,3/10/2023,Cyber-Fraud,E-Banking,53.47,3,0.81,0.56,1,2.8,19,2
OLE-0347,9/11/2023,Tech Failure,Payments,57.86,1,0.92,1.37,1,3.1,20,0
ALE-0719,18/1/2022,Phishing,E-Banking,279.38,2,2.19,1.93,2.01,3.8,20,2
ALE-1269,7/5/2022,Tech Failure,Online Services,235.73,2,0.9,1.56,1.45,2.8,18,0
OLE-0210,30/7/2022,System Failure,Retail Banking,28.25,4,0.96,1.38,1,3.5,24,0
ALE-0881,10/12/2022,System Failure,Payments,68.41,1,1.63,3.13,3.07,3.4,23,1
OLE-0386,15/12/2023,Data Breach,Payments,10.96,4,0.44,1.43,1,3.5,22,1
ALE-0207,17/11/2022,Phishing,Online Services,97.25,4,1.64,2.23,1.5,3,21,2
ALE-0978,19/12/2022,Data Breach,Payments,185.73,3,1.73,3.31,2.88,3.1,26,1
OLE-0602,1/11/2022,System Failure,Payments,101.96,2,0.88,0.57,1,3.3,21,2
ALE-1212,30/7/2022,Cyber-Fraud,ATM Network,117.77,3,2.13,1.48,1.25,2.5,19,2
OLE-0244,27/7/2022,Data Breach,E-Banking,27.47,3,0.62,1.02,1,2.9,23,1
ALE-0664,16/11/2022,Tech Failure,Payments,66.26,5,1.7,1.64,1.24,2.7,20,2
OLE-0803,27/12/2023,System Failure,Retail Banking,57.03,5,0.52,1.08,1,2.7,17,1
ALE-0079,21/4/2022,System Failure,Online Services,275.35,1,2.59,3.4,2.4,3.9,29,1
ALE-0584,22/9/2022,Phishing,Payments,176.22,4,1.75,1.75,1.42,2.8,29,0
ALE-0817,6/2/2022,Cyber-Fraud,Retail Banking,22.94,3,1.27,2.78,1.89,3.2,28,1
OLE-0313,20/6/2022,Tech Failure,ATM Network,75.45,4,0.85,1.48,1,3.7,23,0
OLE-0436,8/3/2022,Cyber-Fraud,ATM Network,5,5,0.41,0.57,1,3.8,16,0
ALE-1239,11/1/2022,Data Breach,ATM Network,80.57,5,2.31,2,1.73,3.9,21,2
OLE-0137,11/10/2023,Tech Failure,ATM Network,78.51,1,1.49,1.13,1,3.3,14,1
OLE-0309,15/6/2023,Tech Failure,Payments,91.08,1,0.59,0.71,1,3.1,23,2
ALE-0111,20/12/2022,Phishing,Payments,98.93,2,0.96,3.39,3.54,3.9,27,0
OLE-0431,14/8/2023,System Failure,Retail Banking,47.5,5,0.42,0.9,1,3.6,24,1
OLE-0661,9/5/2023,Tech Failure,ATM Network,84.49,4,0.43,0.7,1,4,22,0
ALE-0261,15/11/2022,Cyber-Fraud,Payments,40.31,4,1.69,1.52,1.32,2.7,27,0
ALE-0832,19/11/2022,Phishing,Online Services,182.28,4,2.35,3.03,2.37,2.8,26,0
OLE-0371,11/1/2023,System Failure,ATM Network,44.13,1,1.1,0.91,1,3.1,15,2
OLE-0567,31/5/2023,Tech Failure,Payments,5,1,1.29,0.6,1,3.7,16,0
ALE-0092,26/2/2022,Phishing,Payments,10,3,2.35,2.75,2.56,2.5,23,2
ALE-0374,28/3/2022,System Failure,Online Services,99.22,4,1.65,1.56,1.21,2.7,25,0
ALE-1111,4/2/2022,Phishing,ATM Network,122.93,5,2.28,3.14,3.22,3.8,15,0
OLE-0825,10/6/2023,System Failure,E-Banking,5.12,2,1.32,1.3,1,2.9,16,0
ALE-0125,2/12/2022,Data Breach,Payments,285.14,2,1.75,1.73,1.49,2.9,15,2
OLE-0182,13/7/2023,Cyber-Fraud,ATM Network,65.39,5,1.29,1.31,1,3.8,16,1
ALE-0218,14/8/2022,Data Breach,ATM Network,301,4,2.39,2.96,3.43,3.3,28,1
OLE-0622,10/4/2023,Cyber-Fraud,ATM Network,44.67,1,1.2,0.74,1,2.7,20,1
ALE-0186,2/6/2022,Cyber-Fraud,ATM Network,215.1,2,1.25,1.77,1.18,2.7,15,2
ALE-0490,14/8/2022,Data Breach,ATM Network,146.95,3,1.61,2.18,2.07,3.7,16,1
ALE-1225,14/2/2022,Phishing,ATM Network,190.58,2,1.81,1.66,1.21,2.7,17,2
OLE-0814,10/7/2022,System Failure,Payments,78.74,2,1.44,0.57,1,3.2,20,0
ALE-0758,6/4/2022,Data Breach,E-Banking,38.14,5,2,2.81,1.93,3.5,25,1
OLE-0407,3/12/2022,Data Breach,Retail Banking,78.55,4,0.81,1.33,1,3.7,14,0
OLE-0779,22/5/2022,Data Breach,ATM Network,58.93,5,0.66,1.25,1,2.8,20,0
ALE-0363,15/11/2022,Data Breach,E-Banking,209.62,2,1.35,2.68,2.7,3.3,16,0
OLE-0297,8/1/2023,System Failure,ATM Network,58.42,1,0.86,1.37,1,2.8,16,1
ALE-0636,28/1/2022,Tech Failure,Payments,97.54,5,1.92,3.05,2.35,3.1,28,2
OLE-0462,10/9/2022,Tech Failure,ATM Network,17.9,2,0.76,0.72,1,3.2,24,2
ALE-1138,26/2/2022,Data Breach,E-Banking,144.85,5,2.45,2.07,1.47,3.1,17,0
ALE-0474,4/4/2022,System Failure,E-Banking,72.3,2,1.97,1.66,1.66,3.6,23,0
ALE-0156,1/12/2022,Data Breach,Retail Banking,19.13,3,1.58,2.68,2.76,2.7,29,0
ALE-0500,31/8/2022,Cyber-Fraud,E-Banking,105.65,4,2.15,2.9,2.17,3.9,17,2
ALE-0696,5/6/2022,Data Breach,Payments,158.61,4,2.73,1.43,1.46,3.6,15,1
OLE-0127,21/4/2022,System Failure,Payments,58.5,4,1.49,0.57,1,2.6,16,1
ALE-0030,5/8/2022,Cyber-Fraud,E-Banking,71.38,3,2.46,3.3,2.78,3.3,21,1
ALE-0150,25/10/2022,Tech Failure,Online Services,197.48,5,1.1,2.78,1.93,3.4,16,0
OLE-0356,3/3/2023,System Failure,Retail Banking,90.95,2,0.92,1.2,1,3.9,15,0
ALE-0845,7/4/2022,Tech Failure,E-Banking,129.59,4,2.95,2.04,2.16,3.9,15,2
OLE-0683,22/7/2023,System Failure,Retail Banking,14.98,2,0.48,1.32,1,2.9,16,2
ALE-0883,9/3/2022,System Failure,Retail Banking,151.69,5,2.29,2.92,3.32,2.8,24,2
ALE-0233,5/4/2022,Tech Failure,E-Banking,304.82,3,1.12,2.89,2.37,3.5,27,2
ALE-0127,11/4/2022,System Failure,Payments,235.16,4,2.88,1.97,1.65,2.6,18,1
ALE-1110,26/12/2022,Cyber-Fraud,E-Banking,112.46,2,1.91,2.97,2.1,2.7,23,0
OLE-0141,13/10/2022,System Failure,E-Banking,16.39,3,1.37,0.94,1,3.4,16,1
ALE-1125,22/12/2022,Phishing,E-Banking,74.65,1,1.63,2.36,2.76,3.5,28,2
ALE-0662,5/5/2022,Phishing,Online Services,149.16,1,1.98,2.49,2.33,2.9,23,2
ALE-0411,6/8/2022,Phishing,Payments,10,2,2.82,2.1,1.51,2.5,28,2
ALE-0926,8/11/2022,Phishing,Payments,124.24,5,0.84,1.28,1.12,2.9,18,1
ALE-0388,26/4/2022,System Failure,ATM Network,157.62,3,2.65,1.92,1.38,3.1,21,2
ALE-0307,9/12/2022,System Failure,Retail Banking,250.07,2,2.55,2.03,1.39,3.3,24,0
ALE-0766,11/10/2022,Tech Failure,ATM Network,123.46,1,2.3,2,2.11,3.1,22,2
OLE-0712,18/5/2023,Data Breach,Retail Banking,15.85,4,0.56,1.31,1,2.8,19,2
ALE-0216,6/10/2022,Phishing,ATM Network,188.54,1,0.85,1.33,1.59,3.9,25,0
ALE-1045,19/10/2022,Phishing,Retail Banking,87.42,1,2.04,1.23,1.13,2.6,25,0
OLE-0011,5/7/2023,Cyber-Fraud,E-Banking,5,4,0.45,0.63,1,2.7,15,1
ALE-0522,20/2/2022,Data Breach,Payments,107.21,4,1.77,1.58,1.06,2.6,19,2
ALE-0498,22/10/2022,Cyber-Fraud,E-Banking,84.97,3,2.72,2.19,2.01,3.6,17,1
OLE-0755,23/10/2023,Cyber-Fraud,Payments,82.9,4,1.1,1.34,1,2.8,23,2
OLE-0627,2/9/2022,Data Breach,Retail Banking,78.19,4,1.29,0.64,1,3.6,23,0
ALE-1174,26/6/2022,System Failure,Retail Banking,270.21,1,1.09,2,1.48,3.4,28,0
OLE-0130,4/4/2023,Cyber-Fraud,Payments,34.53,1,1.35,0.5,1,2.8,15,1
OLE-0844,23/12/2023,Tech Failure,ATM Network,69.69,2,0.37,1.02,1,2.7,14,0
OLE-0324,14/4/2022,Data Breach,E-Banking,17.84,3,0.86,0.94,1,3.2,19,0
ALE-0890,22/12/2022,Phishing,E-Banking,143.35,3,1.45,1.79,1.68,3,16,0
OLE-0015,14/8/2023,System Failure,Retail Banking,83.17,3,1.43,1.33,1,3.5,22,1
ALE-0660,1/10/2022,Phishing,Retail Banking,145.73,4,1.37,1.97,1.75,3.9,25,2
OLE-0216,10/7/2023,Tech Failure,Retail Banking,51.82,4,0.95,0.56,1,3.5,23,0
ALE-0330,19/8/2022,System Failure,E-Banking,152.61,3,2.02,3.28,2.69,3.2,29,0
ALE-0572,25/5/2022,Phishing,Online Services,43.68,5,2.23,1.71,1.99,3,16,2
ALE-1085,11/5/2022,Data Breach,Payments,83.35,1,1.86,3.18,2.23,3.9,15,0
ALE-0007,3/6/2022,Tech Failure,ATM Network,133.69,1,2.67,2.15,2.45,2.6,20,1
OLE-0517,28/3/2023,System Failure,E-Banking,62.72,4,0.93,0.67,1,2.8,20,0
OLE-0598,26/2/2022,System Failure,ATM Network,18.81,1,0.71,1.3,1,2.6,24,0
OLE-0196,28/11/2022,System Failure,E-Banking,81.8,5,0.44,0.54,1,3.3,24,0
OLE-0289,11/12/2023,System Failure,E-Banking,61.23,1,0.8,1.23,1,3.8,23,1
ALE-0093,31/7/2022,Data Breach,Online Services,299.35,2,2.61,2.6,2.34,3.9,19,2
ALE-0483,7/3/2022,System Failure,Retail Banking,112,4,2.03,1.63,1.46,3.4,28,0
ALE-0706,21/5/2022,Phishing,Retail Banking,213.17,2,1.23,2.68,2.39,3.7,28,2
OLE-0550,6/4/2022,System Failure,Payments,54.73,4,1.44,1.24,1,3.4,24,0
OLE-0157,28/3/2023,System Failure,ATM Network,81.44,4,1.11,0.78,1,3,23,1
OLE-0420,26/2/2022,System Failure,E-Banking,28.27,3,1.46,0.64,1,2.7,24,0
ALE-0065,4/7/2022,Cyber-Fraud,ATM Network,192.38,3,1.43,2.17,1.73,2.5,28,1
OLE-0478,27/2/2023,System Failure,ATM Network,31.18,1,0.79,1.48,1,2.8,19,2
ALE-0762,29/7/2022,Data Breach,Online Services,82.6,4,0.89,2.17,1.93,3.7,20,1
OLE-0554,5/11/2022,Tech Failure,Payments,74.74,2,0.74,1.29,1,3.9,20,1
OLE-0391,1/12/2022,Tech Failure,E-Banking,41.34,5,0.94,1.04,1,2.9,17,2
OLE-0579,6/11/2023,System Failure,E-Banking,55.58,1,1.02,1.2,1,2.9,16,1
ALE-1074,24/11/2022,Data Breach,Online Services,181.87,4,0.83,2.44,2.03,3.9,15,0
ALE-0892,18/12/2022,System Failure,Payments,211.2,2,2.69,1.74,1.28,2.8,20,0
ALE-1077,9/9/2022,Data Breach,Payments,167.43,2,1.62,2.6,2.62,3.5,23,1
